CPF,NOME,DATA DE NASCIMENTO,RUA,BAIRRO,CIDADE,ESTADO,TELEFONE,EMAIL,PESQUISA,CANAL DE ATEDIMENTO,MÊS,CARGO,ATENDENTE,RENDA
103.524.896-42,Liam Vargas,1987-09-16,"Via Rebeca Gonçalves, 99",Copacabana,Sousa do Campo,Rondônia,+55 (82) 90716-5523,portorodrigo@example.com,Bom,Email,8,Desembargador de justiça,4,9314
103.479.628-31,Kaique Vasconcelos,1950-12-17,"Rodovia da Luz, 67",Pantanal,Freitas,Rio de Janeiro,+55 (48) 9 0821 3850,maria-isis22@example.com,Ruim,Chat,12,Otorrinolaringologista,8,6607
714.250.698-94,Ravi Vargas,2005-01-24,"Praça de Costa, 19",Ápia,Freitas,Paraná,+55 36 90836-4933,camaranina@example.com,Ruim,Email,4,Artista de circo,6,3224
142.903.867-50,Nicolas da Conceição,1950-03-27,Aeroporto Isabel Pinto,Corumbiara,Campos,Roraima,+55 68 96401 6447,joao-felipepimenta@example.net,Regular,Chat,9,Regente,5,2180
721.504.389-41,Ian Almeida,1980-01-11,"Ladeira da Mota, 54",Cruzeiro,Casa Grande,Pernambuco,+55 (090) 95957 2259,wda-cruz@example.org,Ruim,Chat,12,Profissional de manutenção industrial,6,7230
687.052.943-47,Luiz Fernando Abreu,1977-12-24,"Avenida Santos, 92",Vila Jardim Montanhes,Brito,Paraíba,+55 (001) 95872-3908,joao-miguelaraujo@example.com,Ruim,Call,7,Jogador de golfe,9,4259
290.137.658-40,Esther Mendonça,1979-04-02,"Viela Paulo Araújo, 447",Nova Vista,Araújo,Amapá,+55 (11) 9 8464-8354,bernardo66@example.org,Péssimo,Chat,1,Moldador,2,4797
432.695.710-70,Bryan da Cunha,1974-06-07,"Conjunto Rafael da Rocha, 40",Ipe,Leão de Gonçalves,Amapá,+55 96 9 8857 0946,biancacastro@example.net,Péssimo,Email,8,Entalhador,2,3875
781.926.053-02,Rodrigo Abreu,1960-06-26,Ladeira Emanuella Pinto,Monsenhor Messias,Barbosa,Goiás,+55 (096) 95201 7848,monteirosabrina@example.org,Ruim,Chat,5,Contábil,1,5107
378.601.245-80,Luiz Henrique Albuquerque,1967-10-28,"Estrada de Pereira, 26",Vila Cloris,da Cunha,Bahia,+55 88 9 2801 9368,isabella87@example.net,Regular,Email,4,Carnavalesco,3,3718
192.437.650-43,Ana Cecília Pimenta,1980-10-06,"Praça Ryan Nascimento, 2",Nova Cintra,Santos de Minas,Tocantins,+55 28 95199 2745,melissa82@example.com,Regular,Chat,1,Produtor de audio visual,5,7263
137.908.264-13,Yago Marques,1986-11-03,"Lagoa Isadora Rodrigues, 166",Vila Suzana Primeira Seção,Nogueira do Sul,Piauí,+55 60 9 3730-0019,albuquerquemaysa@example.com,Ótimo,Chat,11,Escultor,1,7575
256.317.840-17,Dante da Mota,1969-06-07,"Vila Machado, 114",Castelo,Barros de Leão,Piauí,+55 55 92099-0989,joanamelo@example.net,Ruim,Email,12,Enfermeiro,7,5051
916.402.753-80,Nathan Sousa,1984-11-25,Lagoa de Teixeira,Conjunto Bonsucesso,Cunha,Santa Catarina,+55 (42) 9 3201-3938,raelleao@example.net,Ótimo,Call,8,Corretor de imóveis,4,9851
541.982.370-50,Joana Almeida,1984-01-12,"Favela Mariana Cavalcanti, 20",Nova Floresta,Pinto,Rondônia,+55 (20) 97032 5960,murilonovais@example.org,Ruim,Email,1,Filósofo,3,4775
274.803.569-00,Gabrielly Nogueira,1948-02-26,"Pátio de Montenegro, 91",Vila Da Amizade,Leão de Costa,Mato Grosso,+55 77 9 5008-9241,rpimenta@example.org,Regular,Call,2,Sapateiro,6,2653
825.164.390-24,Asafe Aparecida,1947-07-30,"Trecho Costela, 56",Novo Tupi,Alves Alegre,São Paulo,+55 75 99919-8513,benicio35@example.net,Ruim,Call,10,Paisagista,5,4855
659.482.310-89,Isadora Albuquerque,1974-07-06,"Colônia de Pires, 17",Liberdade,Pinto,Distrito Federal,+55 (96) 9 7675 6797,lopesluiz-henrique@example.org,Regular,Email,6,Soldador,4,8526
698.035.712-30,Henry Gabriel Correia,2001-08-26,"Largo Maria Júlia Cirino, 28",Santa Tereza,Pereira,Roraima,+55 (38) 9 4898-6051,elisadias@example.net,Regular,Email,12,Militar do Exército,7,2878
780.629.543-74,Antonella Alves,1955-11-04,"Aeroporto Henrique Andrade, 63",Vila União,Nunes do Galho,Piauí,+55 (060) 98196-4063,kcirino@example.net,Ruim,Call,7,Carteiro,1,8744
902.153.486-05,Maria Vitória da Cruz,1985-03-27,"Largo Guilherme Cavalcanti, 342",Nossa Senhora Da Aparecida,Lima do Campo,Mato Grosso,+55 (70) 9 2728 7547,miguelgarcia@example.net,Bom,Email,8,Tecnólogo em automação industrial,9,3076
762.398.140-40,Kamilly Câmara,1998-03-30,Praia Enrico da Mata,Itatiaia,Siqueira da Prata,Tocantins,+55 20 9 8772 5300,antony52@example.org,Péssimo,Call,11,Cobrador de pedágio,9,9996
309.165.847-39,Sr. Davi Miguel Santos,1997-01-19,Núcleo de Aparecida,Califórnia,Siqueira das Flores,Rio Grande do Sul,+55 48 90026-3018,tcosta@example.org,Bom,Email,6,Torneiro mecânico,9,4320
209.658.741-76,Enzo Silveira,1968-10-19,"Esplanada de Cunha, 67",Oeste,Machado do Galho,Alagoas,+55 (03) 9 5637-1297,vargasalexia@example.org,Ótimo,Chat,4,Tenente,2,3610
862.341.905-70,Alice Viana,1994-04-24,Esplanada de Brito,Santa Sofia,Machado,Alagoas,+55 02 9 9770 8682,hadassa65@example.net,Péssimo,Email,8,Psicomotricista,3,8739
126.409.753-07,Maria Sophia Novaes,1974-08-06,"Largo da Paz, 3",Vila Suzana Primeira Seção,Montenegro de da Cruz,Tocantins,+55 29 9 1087-1928,ana-cecilia35@example.com,Ótimo,Chat,11,Profissional de reciclagem,2,6199
047.965.312-70,Ana Ramos,1993-01-13,"Aeroporto Guerra, 254",Conjunto Celso Machado,Pastor,Ceará,+55 05 95886 9233,ninapimenta@example.org,Regular,Chat,5,Cartunista,9,5892
076.812.493-03,Sra. Maitê Ramos,1961-08-09,"Viela de Borges, 6",Vila Puc,Sales do Norte,Acre,+55 62 9 5416 5522,monteirosamuel@example.org,Ruim,Chat,12,Empresário,9,7815
620.831.945-51,Maria Liz Barbosa,1944-08-13,"Setor Campos, 374",Conjunto Taquaril,Gonçalves,Pernambuco,+55 (18) 99054 0376,nogueirajoao-felipe@example.com,Ruim,Call,4,Empregado doméstico,7,7449
642.713.095-16,Lorenzo Fernandes,1965-06-26,"Passarela de Moreira, 52",Candelaria,Abreu,Minas Gerais,+55 (07) 90821-6698,qmacedo@example.org,Ruim,Chat,1,Diretor de produção,5,4465
810.423.957-05,Vinícius Peixoto,1981-09-26,"Trecho Alves, 727",Etelvina Carneiro,Ribeiro Grande,Paraná,+55 (45) 9 2385-1391,monteiroluan@example.com,Regular,Email,8,Instrutor,2,2558
173.096.548-20,Dr. Antônio Costa,1950-01-26,"Estrada Luiz Fernando da Mata, 3",Vila Inestan,da Mota da Mata,Goiás,+55 (024) 99989-0608,azevedobenicio@example.org,Ruim,Email,7,Ilustrador,2,3698
680.491.257-85,Maria Clara Pimenta,1945-05-17,"Trecho Caio Rodrigues, 11",Gutierrez,Camargo,Paraíba,+55 40 90178-0057,uazevedo@example.net,Péssimo,Email,11,Profissional de relacionamento com investidores RI,1,3047
538.291.706-02,Manuella Carvalho,1976-02-06,Jardim de Castro,Alta Tensão 1ª Seção,Cavalcante de Porto,Santa Catarina,+55 38 9 2685-0407,kfonseca@example.net,Bom,Email,7,Faxineiro,2,2622
162.435.908-60,Leonardo Santos,1960-01-07,"Praia Cirino, 14",Alto Caiçaras,Pires Verde,Minas Gerais,+55 (19) 90149-1922,rafael33@example.net,Ruim,Call,4,Patologista oral,6,2238
407.235.896-74,Natália Martins,1968-01-31,"Travessa Nicolas Oliveira, 331",São Francisco Das Chagas,Guerra,Espírito Santo,+55 (05) 95707 3112,ssampaio@example.com,Regular,Call,2,Consultor,7,6123
395.604.712-52,Pedro Machado,1989-08-26,"Jardim Macedo, 35",Vila Nova Cachoeirinha 1ª Seção,da Rosa das Pedras,Bahia,+55 (16) 98770 1910,da-rosamaria-liz@example.org,Regular,Call,1,Capataz,4,7817
573.146.902-43,Emanuella Gomes,1985-04-29,"Núcleo Rafael Nogueira, 74",Serra Do Curral,da Cruz,Minas Gerais,+55 (68) 91977-6608,yfogaca@example.com,Bom,Email,8,Administrador,8,9202
517.809.326-77,Rafael Caldeira,1999-12-21,"Estação de Teixeira, 66",Manacas,Andrade,Roraima,+55 (98) 93037 1777,maysanovaes@example.org,Bom,Email,2,Engenheiro agrícola,3,7680
785.160.429-01,Marcelo Fogaça,1969-06-22,Núcleo Clarice Araújo,São Francisco Das Chagas,Pastor do Norte,Roraima,+55 09 94131-9685,eloa44@example.com,Ruim,Email,9,Bibliotecário,2,7276
081.537.926-95,Sr. Ryan da Paz,1972-10-17,"Pátio de Sá, 11",Pindorama,Abreu,Bahia,+55 01 94916 1296,liviarezende@example.org,Bom,Call,3,Quiropraxista,6,3228
902.645.378-74,Sara Santos,1982-05-11,"Setor de Camargo, 80",Barro Preto,Albuquerque do Amparo,Tocantins,+55 (089) 96020 9205,isis26@example.org,Ruim,Chat,3,Zootecnista,8,5781
475.186.923-09,Luana Fonseca,1982-08-29,"Loteamento Luísa Novaes, 506",Nova Gameleira,Cassiano,Ceará,+55 90 99088-8275,nvieira@example.org,Bom,Chat,12,Astrofísico,8,9994
904.218.375-60,Joaquim Pires,1959-04-04,"Loteamento de Vieira, 350",Bairro Das Indústrias Ii,Ramos do Sul,Maranhão,+55 (05) 99608-6871,barbara06@example.org,Regular,Call,7,Corretor de imóveis,8,2312
036.819.547-39,Sr. Lucca Lima,1994-06-02,Núcleo Rhavi Carvalho,Novo São Lucas,Barros de Fonseca,Espírito Santo,+55 (27) 9 8062-3245,bda-luz@example.org,Ruim,Chat,10,Militar do Exército,4,5309
925.413.860-60,Cauã Rios,1961-03-06,"Esplanada Caroline Santos, 1",Vila Nova Cachoeirinha 1ª Seção,Farias,Mato Grosso do Sul,+55 19 9 2012 2237,gael04@example.net,Ruim,Email,10,Patologista,10,6791
459.260.831-33,Gabrielly Brito,1948-10-26,"Vila de Garcia, 158",Novo Tupi,Gomes,Acre,+55 (86) 96588 3097,maria-laura10@example.org,Péssimo,Chat,10,Engenheiro mecânico,8,3677
936.874.520-00,Josué Albuquerque,1997-03-15,"Distrito Arthur Miguel Alves, 92",Piratininga,Castro,Goiás,+55 (000) 93321-3393,mayaaragao@example.org,Ruim,Email,10,Pecuarista,3,4838
294.683.075-65,Anthony Aparecida,1949-09-22,"Trevo Jade Fonseca, 40",Alto Vera Cruz,Aragão Paulista,São Paulo,+55 (06) 9 4167 2525,pedro-miguel99@example.org,Péssimo,Email,5,Ortoptista,2,4775
296.057.413-34,Enzo Ribeiro,1983-01-02,Praça Nascimento,Unidas,Novais,Distrito Federal,+55 (018) 91964 7681,goncalvesmaria-cecilia@example.org,Péssimo,Call,4,Numerólogo,7,6108
569.427.083-56,Raul Caldeira,1987-02-24,"Estrada da Rosa, 4",Castelo,Campos de Brito,Ceará,+55 (14) 9 3209 2069,brunaalbuquerque@example.net,Ruim,Call,3,Jogador de badminton,5,9056
827.630.519-95,Sr. Matheus Pacheco,1999-02-19,Aeroporto Ana Carolina Cavalcante,Novo Tupi,Peixoto de Minas,Mato Grosso do Sul,+55 02 90874 6193,maria-luisa65@example.net,Ruim,Chat,3,Clap loader,6,2547
821.965.743-09,Valentim Oliveira,1958-08-20,"Aeroporto Montenegro, 2",Vila Esplanada,Melo da Praia,Sergipe,+55 95 9 4144-5253,britozoe@example.org,Regular,Email,6,Promotor de vendas,6,9076
816.043.297-69,Sra. Gabrielly Nogueira,1982-12-13,Estação Caio Moura,Biquinhas,Souza,Paraíba,+55 (057) 90601-7993,luiz-otavio91@example.com,Regular,Email,11,Apicultor,6,5920
109.624.857-30,Otto Azevedo,2004-05-09,"Setor Casa Grande, 1",Grotinha,Brito do Norte,Mato Grosso,+55 62 9 8545 4366,cauenogueira@example.com,Ótimo,Email,2,Lutador de karatê,2,7707
593.217.406-43,Matteo Alves,1977-03-29,"Avenida Catarina Nogueira, 7",Granja De Freitas,Farias,Santa Catarina,+55 (03) 93368-3922,jferreira@example.org,Ótimo,Chat,12,Jogador de basquete,8,9121
298.736.154-82,Maria Helena Garcia,1996-07-21,"Fazenda Sousa, 62",Alípio De Melo,Caldeira,São Paulo,+55 (07) 98114 6791,noahda-rocha@example.net,Regular,Chat,5,Porteiro,10,7819
034.217.685-44,Beatriz Pires,1984-04-09,"Lagoa de da Luz, 886",Lagoinha Leblon,Novaes da Mata,Alagoas,+55 70 9 5852 0329,cardosocarolina@example.net,Bom,Chat,4,Agente de defesa sanitária,6,3466
482.937.106-40,Isaac Souza,1996-10-29,"Viela Pastor, 8",Paraíso,Gonçalves,Pará,+55 40 91675 5171,yfonseca@example.net,Regular,Chat,4,Caldeireiro,1,8804
789.146.025-67,Laís Nascimento,1957-07-05,"Praça de Guerra, 51",Caiçaras,Martins Alegre,Rondônia,+55 34 9 9686 6799,julia76@example.com,Bom,Email,3,Sonoplasta,7,5696
047.286.591-94,Anthony Dias,1969-05-21,"Recanto Cecília Costa, 77",São Geraldo,Sales do Amparo,Mato Grosso,+55 53 94589 6502,ayllada-cunha@example.com,Regular,Chat,9,Ginasta artística,8,6402
173.659.208-40,Felipe Viana,1955-11-29,"Passarela de da Luz, 1",Vila Nossa Senhora Do Rosário,Gomes dos Dourados,Tocantins,+55 (26) 90154 8072,diogo32@example.org,Bom,Email,8,Prático,10,8863
049.617.582-30,Pedro Lucas Sá,1968-01-15,"Largo Nogueira, 5",Granja Werneck,Souza,Rio Grande do Norte,+55 50 9 0566 8743,casa-grandefernanda@example.org,Regular,Email,11,Babá,6,4316
167.204.958-01,Dra. Sofia Mendes,2000-02-14,"Trevo Oliveira, 17",Paquetá,Brito,Rio Grande do Sul,+55 63 9 9128 0074,lcostela@example.net,Bom,Chat,5,Mestre-de-obras,9,5094
469.318.025-42,Sr. Nicolas Monteiro,1965-04-20,"Colônia de Sales, 1",Monsenhor Messias,Garcia da Mata,Tocantins,+55 (058) 94719 4490,jfreitas@example.com,Bom,Chat,2,Jogador de handebol,4,1609
501.684.932-33,Sr. Fernando Azevedo,1996-08-25,"Lagoa da Cruz, 55",Lourdes,Montenegro da Prata,Tocantins,+55 82 99417-9946,ana-luiza80@example.com,Regular,Chat,11,Árbitro e mediador,1,4059
835.061.479-00,Sr. Gael Henrique Fonseca,1987-11-22,"Aeroporto Ana Julia da Mota, 52",Floresta,Fogaça,Rio Grande do Norte,+55 (013) 94911 5919,pireslorenzo@example.org,Ruim,Chat,1,Fotógrafo,9,4228
941.503.287-14,Maria Luísa da Costa,1993-11-27,"Estrada Sales, 95",Barão Homem De Melo 2ª Seção,Porto,Pará,+55 (57) 9 8077 1611,estherda-paz@example.org,Péssimo,Call,9,Geólogo,5,5731
685.739.102-59,Lara Moura,1989-02-24,"Viaduto Maria Julia Vieira, 29",Jardim Alvorada,Cavalcante,Amapá,+55 (012) 98492 3919,leandrobrito@example.net,Péssimo,Chat,7,Gourmet,10,4617
708.243.569-00,Kaique Oliveira,1997-05-22,"Lagoa de da Conceição, 49",Vila Mangueiras,Fernandes de Albuquerque,Acre,+55 84 9 4159-9796,srocha@example.net,Ótimo,Chat,9,Pedagogo,1,8049
486.753.019-01,Isis Costa,1973-05-28,"Quadra Fogaça, 155",São Jorge 3ª Seção,Moraes da Mata,Amazonas,+55 27 9 1798-0122,sapedro@example.com,Ótimo,Email,7,Personal stylist,2,5844
234.708.951-04,Fernanda Farias,1987-11-15,"Parque Silva, 56",Olhos D'água,Vasconcelos,Mato Grosso,+55 (028) 90167-2293,mendoncalorenzo@example.org,Péssimo,Email,7,Ferroviário,9,9599
956.042.871-30,Vitória Rios,1974-08-27,Feira de das Neves,Álvaro Camargos,Pimenta de Barbosa,Minas Gerais,+55 53 9 3798-5866,kteixeira@example.net,Ruim,Email,8,Tecnólogo em recursos pesqueiros,3,8840
961.807.532-02,Yuri Aparecida,1976-03-08,"Vereda Francisco Cunha, 4",Sion,Ribeiro de Garcia,Amapá,+55 (30) 97871 9082,giovannapeixoto@example.net,Ótimo,Email,8,Armador,8,3107
821.590.467-01,Bryan Viana,1990-09-19,"Jardim Erick Caldeira, 3",Engenho Nogueira,Moraes,Amapá,+55 60 9 1780-9421,larissapinto@example.net,Bom,Chat,6,Médico geneticista,8,4270
930.657.281-68,Sr. João Miguel Nogueira,1949-07-31,"Esplanada Sales, 296",Santa Sofia,Azevedo,Rio Grande do Norte,+55 (009) 99085 6568,frios@example.org,Péssimo,Chat,11,Economista,10,4457
539.248.061-60,Alexandre Mendonça,2005-03-05,"Trevo Calebe Pastor, 4",São Lucas,Peixoto,Paraíba,+55 33 91329 2905,gustavoteixeira@example.org,Ótimo,Chat,2,Modelista,4,8079
160.824.957-30,Fernando Moraes,1950-11-17,"Trecho Almeida, 517",Dom Cabral,Costela da Mata,Roraima,+55 75 92734-0009,davioliveira@example.org,Péssimo,Call,12,Degustador,4,8251
149.307.682-50,Liz Mendonça,2004-12-29,Vereda Ana Luiza da Luz,Boa Viagem,da Mota,Rondônia,+55 (099) 99293-6300,cavalcantijosue@example.net,Péssimo,Call,4,Ministro,8,6818
957.816.204-94,Renan Pacheco,1995-09-28,"Favela da Costa, 3",Granja De Freitas,Monteiro do Oeste,Bahia,+55 47 9 8197-3064,larissa12@example.net,Péssimo,Chat,1,Produtor musical,2,6436
760.429.315-80,Dra. Allana Alves,1969-10-21,"Conjunto Novais, 32",Pindorama,Mendes de Minas,Distrito Federal,+55 (072) 95013-1037,isaacmartins@example.org,Ótimo,Chat,1,Leiteiro,4,3342
872.436.519-09,Luara Cassiano,2002-11-24,"Vale Pacheco, 503",Xangri-Lá,Martins de Brito,Roraima,+55 (04) 95331 1897,bernardogomes@example.net,Péssimo,Chat,1,Encarregado de manutenção predial,7,2599
239.754.108-41,Erick Sales,1982-05-13,"Praça Theo Caldeira, 78",Estoril,Lopes,Mato Grosso do Sul,+55 (042) 90752-2000,aliciacorreia@example.org,Bom,Chat,4,Diretor de produção,5,8640
079.153.286-03,Leandro Fogaça,1966-11-12,"Área Carvalho, 2",Paraíso,Cavalcante dos Dourados,Minas Gerais,+55 76 9 7472 4264,luisa29@example.com,Péssimo,Email,3,Eletricista de automóveis,2,9173
873.915.604-48,Maria Julia Pinto,1956-03-10,"Trevo Davi Lucca Araújo, 99",Vila Santa Rosa,Cunha do Oeste,Goiás,+55 04 9 2565 8194,da-cunhabryan@example.org,Regular,Call,11,Arquivista,5,3564
516.237.948-46,Ravy Lima,1974-09-10,"Rua Vasconcelos, 45",Vila Calafate,Aragão de Minas,Distrito Federal,+55 73 9 1301-5429,acunha@example.org,Ruim,Call,9,Agente comunitário de saúde,2,1648
532.809.764-56,Ryan Correia,1982-08-11,"Estrada Gael Sousa, 182",Vila Novo São Lucas,Camargo Alegre,Maranhão,+55 11 96437-9093,lucas-gabriel30@example.net,Regular,Call,12,Profissional de rádio e tv,4,1608
571.960.234-80,Sabrina Pimenta,1982-03-30,"Estrada de Farias, 86",Vila Sumaré,Leão,Roraima,+55 (32) 99596-0849,catarinafreitas@example.com,Bom,Call,10,Meeiro,5,5053
396.285.714-19,Dr. Paulo Pacheco,1944-10-12,"Favela de Costela, 513",São Jorge 1ª Seção,Pires,Sergipe,+55 (016) 96366-7367,clara27@example.net,Bom,Email,1,Artesão,9,6740
318.652.790-21,Ana Cardoso,1970-01-06,"Viela Cecilia Vargas, 985",Saudade,Costela Paulista,Pará,+55 81 99870 9215,guilhermeandrade@example.net,Ruim,Email,4,Engenheiro de petróleo,2,5404
758.164.293-37,Manuela Santos,2005-09-20,"Pátio Gabrielly Dias, 34",Ápia,Moura,Piauí,+55 (06) 97312-3229,silveiraana-beatriz@example.org,Ruim,Call,7,Historiador,5,7746
754.910.283-04,Vitória Silva,1987-09-14,"Lago Maria Fernanda Dias, 13",Vila Havaí,da Rosa,São Paulo,+55 80 9 0723-7269,luiz-gustavo86@example.com,Bom,Email,9,Artista/Técnico em espetáculos de diversões,1,7781
231.485.069-60,Marcelo Ferreira,1964-03-19,"Campo Ramos, 6",São Damião,Caldeira,Minas Gerais,+55 (68) 90356 0214,allanafarias@example.org,Péssimo,Chat,4,Neonatologista,5,2214
986.107.342-69,Maria Fernanda Andrade,1956-10-18,"Praia de Sampaio, 78",Inconfidência,Costela,Rio Grande do Norte,+55 (74) 94711 0947,maria-lizmachado@example.org,Ótimo,Chat,6,Cobrador de pedágio,7,4956
902.453.718-50,Ayla Vieira,1960-10-07,Vereda Rodrigo Rodrigues,Vila Independencia 2ª Seção,da Mota Paulista,Rio de Janeiro,+55 54 98710 3536,igorribeiro@example.org,Ótimo,Call,6,Arrumadeira,7,7885
017.453.892-88,José Pedro Silva,2001-02-04,"Travessa de Nunes, 2",Marieta 3ª Seção,Abreu,Mato Grosso,+55 (02) 91492-5591,xabreu@example.org,Bom,Chat,1,Jogador de badminton,4,2797
682.159.703-03,Maria Alice Ferreira,1980-03-01,Jardim Melo,Ernesto Nascimento,Moura do Sul,Sergipe,+55 (92) 9 1319-1812,vcostela@example.net,Péssimo,Email,3,Velejador,9,3057
308.267.491-78,Kaique Ribeiro,1998-04-15,"Alameda Emanuella Novaes, 18",Cônego Pinheiro 1ª Seção,da Rosa,Minas Gerais,+55 (43) 9 1816 2495,cavalcantinicolas@example.com,Ótimo,Chat,3,Regente,8,3516
645.082.397-65,Marcela Nogueira,1990-05-11,"Vale de Brito, 819",Palmeiras,Sales do Sul,São Paulo,+55 (27) 9 7017 0321,breno16@example.net,Péssimo,Email,4,Arranjador musical,9,3798
391.576.280-68,Hellena Rios,1949-10-31,"Pátio de da Mota, 27",Madre Gertrudes,Sales,Rio Grande do Norte,+55 (056) 93542 5010,ana-sophialopes@example.net,Regular,Call,3,Lapidário,8,9555
526.017.349-06,Dr. Caio Rodrigues,2002-09-03,"Fazenda de Cunha, 52",Conjunto Santa Maria,Mendes de Jesus,Paraná,+55 (053) 95486 5779,heloisacardoso@example.net,Péssimo,Chat,10,Babysitter,5,4298
316.905.427-99,Luara Siqueira,1984-11-01,"Setor Rios, 47",Vila Maria,da Cruz,Alagoas,+55 20 97444-8422,luiz-felipemoura@example.org,Ótimo,Email,3,Militar do Exército,6,4052
608.297.314-31,Heitor Costa,1987-02-21,"Aeroporto Marina Vasconcelos, 579",Graça,Sampaio,Espírito Santo,+55 (37) 98256 1269,maria-vitoria16@example.org,Bom,Call,1,Piloto de avião,4,9124
768.125.034-44,Felipe Sousa,1967-09-21,Lago de Fernandes,Grotinha,Moura do Galho,Amazonas,+55 88 9 9006-7111,cfernandes@example.com,Ruim,Call,4,Atleta de arremesso de peso,10,4560
193.846.507-57,Breno Sales,1959-03-25,"Favela de Souza, 56",Independência,Nascimento,Tocantins,+55 (094) 93758-5507,olivialeao@example.org,Péssimo,Call,9,Radioterapêutico,8,2505
530.964.718-00,Benjamin da Cruz,1947-02-12,"Estrada de Castro, 81",Novo Santa Cecilia,da Rocha,Roraima,+55 54 97209-7904,ana-clara34@example.net,Ruim,Call,4,Topógrafo,5,8393
145.680.729-30,Sr. Thiago Vieira,1992-03-08,"Condomínio de Barbosa, 95",Nova Esperança,Pimenta das Pedras,Distrito Federal,+55 65 9 4698-1374,bcunha@example.org,Regular,Chat,6,Porteiro,9,6617
406.521.378-90,Anna Liz Castro,2002-12-24,"Esplanada Pimenta, 108",Santa Isabel,Melo de Pereira,Rondônia,+55 (36) 96549-3774,hgomes@example.net,Regular,Chat,1,Somelier,8,9858
612.078.549-30,Davi Miguel Siqueira,1990-04-12,"Conjunto de Nascimento, 18",Bonsucesso,da Paz,Distrito Federal,+55 (15) 9 4201 5355,vvargas@example.com,Bom,Chat,10,Cortador de cana-de-açucar,7,7454
468.572.390-29,Pedro Henrique Aragão,1979-11-09,"Passarela de Cavalcanti, 5",Tres Marias,Lima,Amapá,+55 (031) 95676 8814,isabela94@example.com,Ruim,Call,10,Astronauta,5,2161
586.294.730-29,Kevin Leão,2005-12-28,"Estação Ana Lívia Pacheco, 801",Petropolis,Souza,Rio Grande do Norte,+55 (35) 91306-2151,costelaisabela@example.org,Ruim,Call,6,Programador,1,8990
150.964.732-52,Vinicius Lopes,1996-02-01,"Jardim de Caldeira, 495",Jardim São José,Azevedo,Rondônia,+55 (94) 90279-7676,xleao@example.org,Péssimo,Call,9,Jardineiro,6,9904
167.049.835-20,Maria Luísa Nunes,1994-10-04,"Estrada Castro, 66",Laranjeiras,Rios,Amapá,+55 (98) 9 8365 8233,caldeirabenjamim@example.net,Bom,Chat,6,Investigador de Polícia,1,9378
314.208.567-07,Jade Albuquerque,1947-04-26,"Praia de Casa Grande, 35",Atila De Paiva,Vieira das Pedras,Sergipe,+55 85 92484-3317,qcosta@example.org,Ótimo,Email,11,Produtor de eventos,2,9002
085.216.937-02,Pedro Lucas da Cunha,2005-05-11,"Loteamento da Mata, 2",Nossa Senhora De Fátima,Barbosa do Amparo,Paraíba,+55 19 9 7101 0974,cirinomaria-julia@example.com,Bom,Chat,2,Comissário de bordo,9,3867
893.124.650-15,Heloísa da Paz,1964-08-15,"Recanto Vitor Gabriel Machado, 199",Araguaia,Azevedo,Tocantins,+55 (15) 97634-3996,nicole34@example.com,Regular,Email,4,Marechal,3,5972
182.053.976-86,Renan Ferreira,1964-07-15,Sítio de Andrade,Vila Betânia,Peixoto,Pará,+55 95 96323-9024,dbrito@example.net,Ruim,Chat,8,Engenheiro industrial,4,8410
